symbol1,symbol2,p_value,correlation
GALAUSDT,SCRTUSDT,6.353534127799233e-11,0.9755410373172828
FILUSDT,PUNDIXUSDT,6.504830614932204e-11,0.9706925923598663
FLMUSDT,PIVXUSDT,6.583182439327969e-11,0.9512399161941535
CAKEUSDT,TKOUSDT,7.05019151431742e-11,0.9764684243766566
AXSUSDT,YGGUSDT,7.405185665542716e-11,0.9764491503598238
ATAUSDT,YGGUSDT,7.4368680816536e-11,0.9665425685084762
FARMUSDT,NEOUSDT,7.512299236258607e-11,0.9534438125164956
AVAUSDT,FILUSDT,7.533130678574736e-11,0.964181982989299
ALCXUSDT,SUSHIUSDT,7.601570971163655e-11,0.9583809077054843
IOSTUSDT,XTZUSDT,7.911410331413443e-11,0.95526686724691
ALICEUSDT,QIUSDT,8.206108918664868e-11,0.9656430575172488
GALAUSDT,SANDUSDT,8.487496425936778e-11,0.9680951257352678
IDEXUSDT,YGGUSDT,8.494162304556865e-11,0.9672494086401154
AVAUSDT,ONTUSDT,8.726503024921221e-11,0.9619300375062391
MLNUSDT,YGGUSDT,9.075297910947321e-11,0.9618135311246905
ALPHAUSDT,MLNUSDT,9.351319519422553e-11,0.9716715280878161
SXPUSDT,UTKUSDT,9.817937781790612e-11,0.9610385391938459
BARUSDT,DCRUSDT,9.964775995716772e-11,0.9582404852200588
DUSDT,TFUELUSDT,1.0068352649152803e-10,0.9507956593122091
1INCHUSDT,UMAUSDT,1.008660862283364e-10,0.9526873529457521
ALICEUSDT,ILVUSDT,1.0558641415720556e-10,0.9702394081301224
BIFIUSDT,GLMRUSDT,1.064860597936605e-10,0.952404311111432
QIUSDT,SLPUSDT,1.068014404245814e-10,0.957386197298803
ADXUSDT,NEOUSDT,1.0723298555766102e-10,0.9532735641094564
AXSUSDT,SCRTUSDT,1.0999941306067403e-10,0.9847088646951434
BIFIUSDT,LOKAUSDT,1.1117048180782911e-10,0.957311774335089
ADXUSDT,XTZUSDT,1.2565829675962628e-10,0.9584976568163015
ADXUSDT,C98USDT,1.3231143843306151e-10,0.9656854351509411
1INCHUSDT,OXTUSDT,1.3370328320453925e-10,0.9627255936495832
KDAUSDT,TLMUSDT,1.3543419986034708e-10,0.982883055791534
COMPUSDT,PHAUSDT,1.4023978819321135e-10,0.9658796480233891
DCRUSDT,FLOWUSDT,1.4686239693230427e-10,0.9888421001819071
OXTUSDT,YGGUSDT,1.4991162234614362e-10,0.9544384747742108
CELOUSDT,DOTUSDT,1.6049308801304214e-10,0.9586916566003162
1INCHUSDT,ALPHAUSDT,1.6412615146244175e-10,0.9593479123440409
PUNDIXUSDT,XECUSDT,1.697257670856042e-10,0.9656020830305662
DGBUSDT,RAREUSDT,1.762183129548337e-10,0.9561347889276717
PHAUSDT,TKOUSDT,1.9285122480753664e-10,0.9555061041985699
RAREUSDT,WANUSDT,1.9753146749160434e-10,0.9500397637706904
PERPUSDT,YGGUSDT,2.025211128487371e-10,0.9693166541841362
TKOUSDT,VETUSDT,2.0602758364282118e-10,0.955683046970551
FIOUSDT,IOTAUSDT,2.060664244419312e-10,0.9516795078620036
CAKEUSDT,DASHUSDT,2.1443042201322445e-10,0.9529897483293512
MINAUSDT,RADUSDT,2.1876407792482548e-10,0.9579750051286078
THEUSDT,XAIUSDT,2.1899774812965812e-10,0.9591394958663414
COSUSDT,VELODROMEUSDT,2.3127793192103043e-10,0.9545326700563986
QTUMUSDT,RAREUSDT,2.3139605048644303e-10,0.9551033729175495
FLUXUSDT,METISUSDT,2.328563520515183e-10,0.9661602039488677
BSWUSDT,SCRTUSDT,2.3552085121650453e-10,0.9518072691693643
AMPUSDT,BATUSDT,2.4119752319645674e-10,0.9713906543878198
FIOUSDT,YGGUSDT,2.4396011621875204e-10,0.9692350009220992
GRTUSDT,PUNDIXUSDT,2.4473019096928265e-10,0.9587532030239708
GLMRUSDT,KDAUSDT,2.4627648993649117e-10,0.9538780335791268
AMPUSDT,WINUSDT,2.5420316637351453e-10,0.978433700940887
RADUSDT,RAREUSDT,2.6626237109151696e-10,0.9608241273907852
DGBUSDT,NEOUSDT,2.6659065280920256e-10,0.9812661341386496
ACAUSDT,CELOUSDT,2.721567814700887e-10,0.9716065743655324
METISUSDT,VANRYUSDT,2.9901926864725615e-10,0.9685265450186339
PIXELUSDT,STRKUSDT,3.322036128309767e-10,0.9843879837835646
IOTAUSDT,RADUSDT,3.35499994000075e-10,0.9555883391435415
C98USDT,KSMUSDT,3.4990297644098664e-10,0.9720477032713052
FLOWUSDT,SUSHIUSDT,3.511402335232316e-10,0.9625613384520018
CELOUSDT,CHESSUSDT,3.6336588034444225e-10,0.9563387773599064
SLPUSDT,TUSDT,3.730517010669118e-10,0.9616419362014257
MANTAUSDT,PIXELUSDT,4.288529124932214e-10,0.9799366656551716
FUNUSDT,QUICKUSDT,4.4747892795115384e-10,0.9542068394131307
RAREUSDT,SUSHIUSDT,4.5775658869487985e-10,0.9552355101099399
ADXUSDT,AXSUSDT,4.6101718791178753e-10,0.9644457940256883
BANDUSDT,MINAUSDT,4.6269014318849034e-10,0.9570561757291844
LSKUSDT,WANUSDT,4.807420467778547e-10,0.9639283488302673
EGLDUSDT,WAXPUSDT,4.962425201719183e-10,0.9551544578323853
ACAUSDT,GALAUSDT,4.974177345809971e-10,0.9620900989330086
CELOUSDT,KDAUSDT,5.069946759514558e-10,0.9668526553590241
ACAUSDT,C98USDT,5.157740218792144e-10,0.980260443467701
OXTUSDT,PONDUSDT,5.660349658543537e-10,0.9588705254956318
ALCXUSDT,PERPUSDT,5.876734337681092e-10,0.9750904154483044
LOKAUSDT,MBOXUSDT,5.903380679933424e-10,0.9522036136507
BIFIUSDT,VOXELUSDT,5.903884450256136e-10,0.9594323912154911
QTUMUSDT,VETUSDT,5.960308034161578e-10,0.9605992090446847
FLOWUSDT,TKOUSDT,5.989904464040812e-10,0.9584785160411997
CELOUSDT,MINAUSDT,6.089684395785451e-10,0.9699245405387377
ICXUSDT,UTKUSDT,6.260261332365443e-10,0.9519509865662001
MEUSDT,MLNUSDT,6.381601282420278e-10,0.9565287423003873
ADXUSDT,BAKEUSDT,6.637539503976933e-10,0.9533609214951472
CVCUSDT,IOTAUSDT,6.919807232841106e-10,0.9574553992641381
ATAUSDT,VOXELUSDT,6.936326814011368e-10,0.9556053663086679
BIFIUSDT,MBOXUSDT,7.165059955461619e-10,0.9555475176888562
KMDUSDT,ONTUSDT,7.225122579048643e-10,0.9627515237643671
CVXUSDT,KSMUSDT,7.433887167887377e-10,0.9815435136177517
DCRUSDT,SXPUSDT,7.629086175324631e-10,0.9708281666943698
MEUSDT,RADUSDT,7.700400990151791e-10,0.9602006027198146
PERPUSDT,QIUSDT,7.898721516403422e-10,0.9668479907022284
AMPUSDT,PERPUSDT,8.216474000393325e-10,0.974807187295078
ICXUSDT,IOSTUSDT,8.255195597225964e-10,0.9580756334316254
FIDAUSDT,TUSDT,8.258431481473994e-10,0.9640737203715326
MINAUSDT,WANUSDT,8.269928010866214e-10,0.9617664180757199
FARMUSDT,ICPUSDT,8.477782695451156e-10,0.9639372336899308
ACAUSDT,ALICEUSDT,8.716467593257285e-10,0.9735509671265501
FUNUSDT,PONDUSDT,8.741859491728948e-10,0.9506860293873342
QTUMUSDT,RADUSDT,8.96176237149218e-10,0.9513606920229937
FLOWUSDT,RADUSDT,8.981106833417439e-10,0.9684036178485346
MANAUSDT,SCRTUSDT,9.170620513770544e-10,0.9785507629840412
ICPUSDT,PHAUSDT,9.350315998113345e-10,0.9512992317138127
AVAUSDT,SXPUSDT,9.38179455094838e-10,0.9594871881907764
C98USDT,RADUSDT,9.448509259048599e-10,0.964269698472881
KDAUSDT,VOXELUSDT,9.487365180760387e-10,0.9675290270462974
CELRUSDT,RADUSDT,9.510336355833868e-10,0.9612649862086285
BICOUSDT,GALAUSDT,9.566742994542739e-10,0.9581579473860592
MINAUSDT,XTZUSDT,9.58082715382244e-10,0.9593578569014101
VOXELUSDT,YGGUSDT,9.805989450596206e-10,0.9655570401701017
PONDUSDT,YGGUSDT,9.988590412911678e-10,0.969176408071639
ACEUSDT,RDNTUSDT,1.009806274061935e-09,0.9738811540705892
IDEXUSDT,MINAUSDT,1.1085898184655523e-09,0.9518450093298706
LRCUSDT,MOVRUSDT,1.1113102562390766e-09,0.9573506251705481
ONTUSDT,SXPUSDT,1.1134504225193772e-09,0.9655356652816602
DASHUSDT,UTKUSDT,1.1454743532623035e-09,0.9618009662775711
ACAUSDT,SCRTUSDT,1.1932090135699149e-09,0.988219079962012
AUDIOUSDT,LUMIAUSDT,1.2312291561553947e-09,0.9758978056507395
COMPUSDT,YGGUSDT,1.3342776280358889e-09,0.9583180946942073
ADXUSDT,DCRUSDT,1.364555050370272e-09,0.9536103533660352
1INCHUSDT,AMPUSDT,1.392849585807227e-09,0.9719393028546163
ONTUSDT,PONDUSDT,1.4151159674331014e-09,0.9536666072573031
BICOUSDT,ILVUSDT,1.4192077941768568e-09,0.9528913876728321
DENTUSDT,HOTUSDT,1.4228083224836771e-09,0.9583270039149236
MLNUSDT,RADUSDT,1.4405771119048114e-09,0.9698361049337363
MEUSDT,TKOUSDT,1.505853263158164e-09,0.9522320490055424
RAREUSDT,TKOUSDT,1.5060235091613272e-09,0.9603738822972598
BANDUSDT,FORTHUSDT,1.6161050616412753e-09,0.9609449498198599
MINAUSDT,MLNUSDT,1.6395413063845215e-09,0.959644025155245
KSMUSDT,MINAUSDT,1.738965128517904e-09,0.9751679476730798
OXTUSDT,UTKUSDT,1.818746167047811e-09,0.9578430179137214
SANDUSDT,SCRTUSDT,1.8299324812437649e-09,0.982664487309066
OXTUSDT,VOXELUSDT,1.8747944432922233e-09,0.9509226327291279
DOTUSDT,MINAUSDT,1.8890565052240077e-09,0.9669100453016863
FIDAUSDT,WINUSDT,1.9490134813529017e-09,0.9619399236213719
MBOXUSDT,SCRTUSDT,2.013314736733908e-09,0.9891634313867946
ADXUSDT,THETAUSDT,2.0407531418039684e-09,0.95203269242148
ADXUSDT,SUSHIUSDT,2.0549240874976393e-09,0.9538028818795519
ADXUSDT,FLOWUSDT,2.0570378300958026e-09,0.9641386508216995
DUSDT,LSKUSDT,2.1670856575227664e-09,0.9746526824934023
DUSDT,PYRUSDT,2.191905877816987e-09,0.9522291283626323
ICXUSDT,MINAUSDT,2.2107741583733945e-09,0.9639835502698114
LRCUSDT,QIUSDT,2.253584238106421e-09,0.9651655735357211
RADUSDT,SXPUSDT,2.2548524452761674e-09,0.9547324199027875
ADXUSDT,SKLUSDT,2.3777096685364657e-09,0.9556115012178161
RDNTUSDT,XAIUSDT,2.391064116261099e-09,0.9746052063062858
MANTAUSDT,STRKUSDT,2.3943604208523825e-09,0.9926673416195022
ILVUSDT,MEMEUSDT,2.4830457559764237e-09,0.9731697185593013
MINAUSDT,YGGUSDT,2.503019198450408e-09,0.9629352537092123
ALICEUSDT,YGGUSDT,2.5572964685515406e-09,0.9755634938490021
CHESSUSDT,CVXUSDT,2.6349708156614774e-09,0.9583964817908724
KAVAUSDT,QUICKUSDT,2.6563080810172506e-09,0.954352972265939
FLOWUSDT,RAREUSDT,2.875082651429717e-09,0.9752434699784831
MLNUSDT,PERPUSDT,2.8901292761751205e-09,0.9614269050017461
ACEUSDT,MAGICUSDT,3.093974472025632e-09,0.950720398798965
CHESSUSDT,DYDXUSDT,3.1516349957842787e-09,0.9584717039842756
COMPUSDT,KAIAUSDT,3.2462994304623327e-09,0.9654103389392977
ALPHAUSDT,FLOWUSDT,3.319816109497099e-09,0.9524615762769423
IOTAUSDT,UTKUSDT,3.45542667478485e-09,0.9527753462780455
ALGOUSDT,RADUSDT,3.527217584129651e-09,0.96020455381439
OXTUSDT,UMAUSDT,3.755064378409642e-09,0.9520688911856116
C98USDT,RAREUSDT,3.928412817283665e-09,0.9639828720864017
QIUSDT,RAREUSDT,3.940124873945928e-09,0.9673735806277692
APEUSDT,LUMIAUSDT,3.969627355139193e-09,0.9546116983764862
KDAUSDT,SANDUSDT,4.046213831365585e-09,0.9795904347502656
CHESSUSDT,TKOUSDT,4.100127825074855e-09,0.9572230920645989
ALICEUSDT,KDAUSDT,4.211816565750571e-09,0.9758233939370383
AUDIOUSDT,YGGUSDT,4.216322720511377e-09,0.9691825459378484
ADXUSDT,COMPUSDT,4.524632710384153e-09,0.9602418159641567
CAKEUSDT,QUICKUSDT,4.811744193160267e-09,0.9658467864223197
FLOWUSDT,ICPUSDT,4.846360997869576e-09,0.9594037157077883
AMPUSDT,BICOUSDT,4.853339456252224e-09,0.9529248612400915
BAKEUSDT,PHAUSDT,4.8790322358750785e-09,0.956658961073533
IOTAUSDT,MLNUSDT,4.9267183322135104e-09,0.9521314366807168
FILUSDT,THETAUSDT,5.017716016047967e-09,0.9531228960671674
NFPUSDT,PYRUSDT,5.03556101766877e-09,0.983693183362852
COMPUSDT,RAREUSDT,5.079098515117676e-09,0.9593469754070654
CRVUSDT,CVXUSDT,5.1491587222052975e-09,0.9646297378281484
MLNUSDT,ONTUSDT,5.312883837129514e-09,0.9596468929742332
CAKEUSDT,FORTHUSDT,5.370954019421349e-09,0.9578473335111428
MEUSDT,WANUSDT,5.3759579949036645e-09,0.9541305949142608
CAKEUSDT,FLOWUSDT,5.422668170506732e-09,0.9713277821877705
JUVUSDT,MEMEUSDT,5.436091889432419e-09,0.9595725504245771
DODOUSDT,RADUSDT,5.638705451251549e-09,0.9597335090608193
PONDUSDT,PUNDIXUSDT,5.660681294078783e-09,0.9623553083235369
ALCXUSDT,GLMRUSDT,5.7590426034873645e-09,0.9586747471809348
MEUSDT,RPLUSDT,5.81137003609069e-09,0.9525238562272099
DIAUSDT,WANUSDT,6.01180434185929e-09,0.9536678861748019
ADXUSDT,ICXUSDT,6.167276706453845e-09,0.9637003607504249
IOTAUSDT,KSMUSDT,6.193218239335906e-09,0.9604471928053617
MINAUSDT,ONTUSDT,6.629833497621062e-09,0.9536737764555842
ATAUSDT,XECUSDT,6.84002962522092e-09,0.9608745291999837
LUMIAUSDT,PERPUSDT,6.8975614366630774e-09,0.9768375169955277
DGBUSDT,ONTUSDT,7.140201412035674e-09,0.974158457417415
AUDIOUSDT,IDEXUSDT,7.2155932440373555e-09,0.9514222892378106
AVAUSDT,THETAUSDT,7.317603602473922e-09,0.9565608486712481
ALGOUSDT,XTZUSDT,7.36964187410207e-09,0.9685335667198749
ADXUSDT,FILUSDT,7.435979727138133e-09,0.9711564440967676
ETHFIUSDT,XAIUSDT,7.446443252107663e-09,0.9521621066027913
C98USDT,XTZUSDT,7.557175352738934e-09,0.9611803893916636
AXSUSDT,BICOUSDT,7.722682956965033e-09,0.9540044638670289
ALCXUSDT,TLMUSDT,8.070748979997636e-09,0.9542887640106131
ACAUSDT,KDAUSDT,8.081871569854213e-09,0.9668506801767426
ALGOUSDT,VOXELUSDT,8.369314636852248e-09,0.9547331139569079
ATMUSDT,FLOWUSDT,8.532249393621847e-09,0.9741354144483486
DYDXUSDT,MLNUSDT,8.565250510214946e-09,0.95300164083934
CAKEUSDT,NEOUSDT,8.69603363773169e-09,0.9545171390666563
MLNUSDT,ZENUSDT,8.79164713394351e-09,0.9556034980201659
DODOUSDT,MOVRUSDT,8.837714707370625e-09,0.9820926799869663
ICXUSDT,KSMUSDT,9.20578178788779e-09,0.9509054773542226
CVXUSDT,ILVUSDT,9.330829317334884e-09,0.9657614004476218
DYDXUSDT,LUMIAUSDT,9.494984085520301e-09,0.9715141465170604
CVXUSDT,ENJUSDT,9.568149361149158e-09,0.9691090762306456
KSMUSDT,YGGUSDT,9.723727802231653e-09,0.9713819955767052
ILVUSDT,QIUSDT,9.731409368052221e-09,0.9502587069926521
JOEUSDT,PYTHUSDT,1.0218297100932517e-08,0.9738891705741389
RAREUSDT,XECUSDT,1.1279771275148158e-08,0.9612343431243793
KMDUSDT,XECUSDT,1.1408743354643987e-08,0.9559124224861789
ACAUSDT,WAXPUSDT,1.1442019073528166e-08,0.9717284324910569
FLMUSDT,QUICKUSDT,1.1735118752265354e-08,0.9523029857839509
PIXELUSDT,RADUSDT,1.2383013583154972e-08,0.9679736469238756
AMPUSDT,ENJUSDT,1.2588834913469346e-08,0.9703613961610932
DOTUSDT,MLNUSDT,1.2706825155146788e-08,0.9530086798950381
FIOUSDT,MLNUSDT,1.3277923048668751e-08,0.9586002523847558
FLMUSDT,SXPUSDT,1.3348000587919259e-08,0.9711472615623817
BELUSDT,PUNDIXUSDT,1.3353186266276368e-08,0.9547846158855058
CVXUSDT,SANDUSDT,1.3664747558969265e-08,0.9649295514430859
MEUSDT,NFPUSDT,1.4332037621645228e-08,0.9657621123958267
SLPUSDT,XECUSDT,1.4601034546843429e-08,0.9720852647305944
CVXUSDT,GALAUSDT,1.497239487315122e-08,0.9527186951140241
KDAUSDT,SPELLUSDT,1.5046970716547372e-08,0.956443214417353
MEUSDT,THEUSDT,1.506604219989796e-08,0.9733143853699674
MINAUSDT,SKLUSDT,1.5109980608243836e-08,0.9557693335502574
C98USDT,MLNUSDT,1.5111919741038835e-08,0.9607203401760087
QIUSDT,WINUSDT,1.5416300170484436e-08,0.9600841580573094
RAREUSDT,SCRTUSDT,1.5583821586006075e-08,0.9506676452381991
SCRTUSDT,TLMUSDT,1.5686473753340903e-08,0.9905126468159575
HAEDALUSDT,MEMEUSDT,1.589107295612855e-08,0.9631344791193195
FARMUSDT,SXPUSDT,1.615608116026803e-08,0.9522553191156524
ACAUSDT,CVXUSDT,1.674658058635509e-08,0.9713961117200932
DASHUSDT,MLNUSDT,1.675101153776159e-08,0.9572244241087988
ATAUSDT,MOVRUSDT,1.7273723870873653e-08,0.9591271229679368
AMPUSDT,IOTAUSDT,1.736314221642212e-08,0.9778898792500992
ADXUSDT,DYDXUSDT,1.7421246640155903e-08,0.9540359962565861
DGBUSDT,RADUSDT,1.7746015780094425e-08,0.95256267829574
NEOUSDT,TKOUSDT,1.7803715367887152e-08,0.9595531165628316
FARMUSDT,MEUSDT,1.7927808958526026e-08,0.9520152129066616
AMPUSDT,IDEXUSDT,1.846084792906488e-08,0.9518431617749533
METISUSDT,RADUSDT,1.8485673138038715e-08,0.9591502811984836
DUSDT,TKOUSDT,1.857031792699246e-08,0.960617444826465
ACAUSDT,MANAUSDT,1.874129957014368e-08,0.96096045243474
C98USDT,IOTAUSDT,1.8962097448535298e-08,0.9502706502353269
CELRUSDT,RAREUSDT,1.917711437088745e-08,0.9663397033219329
MOVRUSDT,RAREUSDT,1.920838450289784e-08,0.9669662545985253
MINAUSDT,QTUMUSDT,1.9317557471953264e-08,0.9543834614955597
OMNIUSDT,SSVUSDT,1.9352611204958134e-08,0.9535791148853943
MINAUSDT,OXTUSDT,1.9363035862030834e-08,0.9543933455839798
DASHUSDT,DCRUSDT,1.9413981101845076e-08,0.9631388929846197
MOVRUSDT,SPELLUSDT,2.0462194791444574e-08,0.964255841760738
DGBUSDT,XECUSDT,2.09547137732918e-08,0.9682723318793781
ENJUSDT,MEUSDT,2.1598018890979725e-08,0.9703440074362327
BANDUSDT,XECUSDT,2.1655864893485758e-08,0.9582139238234076
MOVRUSDT,VOXELUSDT,2.1741848199784276e-08,0.9646629146449788
CITYUSDT,MEUSDT,2.1817439807835284e-08,0.9617489141570909
1INCHUSDT,DASHUSDT,2.1851722246918707e-08,0.9561581645686628
RADUSDT,SUSHIUSDT,2.2095012694356765e-08,0.9555103148995808
CELOUSDT,RADUSDT,2.2146755185705516e-08,0.95214274518503
FLOWUSDT,XECUSDT,2.2458207120322868e-08,0.9783270682150133
FLMUSDT,MLNUSDT,2.256813982717211e-08,0.9526870838125779
ALGOUSDT,MLNUSDT,2.323431507259799e-08,0.9516263168522449
CAKEUSDT,FLMUSDT,2.3270546237988208e-08,0.9560711402182148
KDAUSDT,MBOXUSDT,2.3314513253135946e-08,0.9625257080678292
MEMEUSDT,STRKUSDT,2.368578962942247e-08,0.9651261552568575
ENJUSDT,THEUSDT,2.3752174624888762e-08,0.9530516072522415
ONEUSDT,TUSDT,2.3872103382154045e-08,0.9702669163013508
DGBUSDT,FLOWUSDT,2.446057832127611e-08,0.9689077490718825
BANDUSDT,RADUSDT,2.450154583706793e-08,0.9570035325689568
BARUSDT,PUNDIXUSDT,2.4715147938411947e-08,0.9537046371749556
OGNUSDT,PUNDIXUSDT,2.51395101421438e-08,0.9705737993688862
SXPUSDT,WANUSDT,2.6299278483577253e-08,0.9570559663033482
DEGOUSDT,TLMUSDT,2.668585407850151e-08,0.9586019131080061
FORTHUSDT,RSRUSDT,2.710085797160214e-08,0.9510667750500768
FILUSDT,RADUSDT,2.7783577620660467e-08,0.9727257014874637
STRKUSDT,THEUSDT,2.8308864609179765e-08,0.9511979947154288
FLOWUSDT,PUNDIXUSDT,3.030475301567203e-08,0.957011231761765
DOTUSDT,XTZUSDT,3.107888027075614e-08,0.9584839172437785
HOOKUSDT,THEUSDT,3.188897896219123e-08,0.9621466047237263
FLOWUSDT,PERPUSDT,3.192019466659775e-08,0.9638177183978469
FLOWUSDT,KDAUSDT,3.313699833407807e-08,0.9807173547248411
ACAUSDT,FILUSDT,3.317056090053313e-08,0.9551353856637247
QUICKUSDT,SUSHIUSDT,3.324565333571318e-08,0.9551338431980964
AIUSDT,NFPUSDT,3.32803200016991e-08,0.9908119510709067
MINAUSDT,PONDUSDT,3.401614768361856e-08,0.9525041362810369
ALICEUSDT,SCRTUSDT,3.50677655316247e-08,0.9838923121585116
WLDUSDT,WUSDT,3.526856516797117e-08,0.9635778067724128
EGLDUSDT,VOXELUSDT,3.5812213893271015e-08,0.9588210983722656
ICXUSDT,OXTUSDT,3.5851241247475805e-08,0.9578432558014112
QUICKUSDT,SXPUSDT,3.605871295237893e-08,0.9709192022625396
1INCHUSDT,MINAUSDT,3.640978598001508e-08,0.9531699553526287
ALPHAUSDT,DUSDT,3.6598889524630373e-08,0.966857956593352
ALGOUSDT,AMPUSDT,3.712411067295126e-08,0.9805190860611253
THETAUSDT,XVGUSDT,3.7283790077066437e-08,0.9602749658899309
TKOUSDT,XECUSDT,3.729814506938236e-08,0.9746270772199807
BANDUSDT,MEUSDT,3.903958408203142e-08,0.9533728697330885
IDEXUSDT,SXPUSDT,4.049601212617819e-08,0.9500262626437086
DGBUSDT,HAEDALUSDT,4.269305045222474e-08,0.9571959778810075
ENJUSDT,ILVUSDT,4.3948405499974105e-08,0.9794050690896972
ATAUSDT,QIUSDT,4.522099070509485e-08,0.9525254120936414
BICOUSDT,FIDAUSDT,4.6101078810151944e-08,0.9593090270724864
WANUSDT,XECUSDT,4.621589876521079e-08,0.9579594307506816
DUSDT,GTCUSDT,4.719265468019221e-08,0.9685543735538418
BNTUSDT,MINAUSDT,4.7642129457857746e-08,0.9632008187358334
1INCHUSDT,C98USDT,4.780368017822142e-08,0.9543032895029655
HAEDALUSDT,TNSRUSDT,4.838917896369614e-08,0.9568816819165509
ALPHAUSDT,QIUSDT,4.8608346113643656e-08,0.9612043684340247
1INCHUSDT,BANDUSDT,4.9915573670766365e-08,0.9568891236007128
QTUMUSDT,YGGUSDT,5.16052259927446e-08,0.9636721009701539
DGBUSDT,YGGUSDT,5.2601651594432616e-08,0.9640671336611789
AVAUSDT,FLMUSDT,5.27375241458252e-08,0.9543874293767056
ACEUSDT,THEUSDT,5.282536901404352e-08,0.9593870366997935
IDEXUSDT,MEUSDT,5.29337417095319e-08,0.9556008703893824
EGLDUSDT,KDAUSDT,5.2945062743713935e-08,0.9636297611841799
PHAUSDT,SUSHIUSDT,5.4330393609126546e-08,0.9523541694117045
NFPUSDT,WOOUSDT,5.5230706041391356e-08,0.9702558407530133
1INCHUSDT,FUNUSDT,5.6532004254099827e-08,0.9522771625325686
ICPUSDT,XECUSDT,5.7482715537844545e-08,0.9683008140519809
SCRTUSDT,WAXPUSDT,5.7615109185993276e-08,0.9818824051223665
ALPHAUSDT,LUMIAUSDT,5.993475920259088e-08,0.9739530306062518
MAVUSDT,MEUSDT,6.001167859207402e-08,0.9737090717323683
ACAUSDT,KSMUSDT,6.08754964829303e-08,0.9760601438066787
MLNUSDT,SKLUSDT,6.126019269946557e-08,0.9535224084809775
KAIAUSDT,SANDUSDT,6.222789102804756e-08,0.9600194396761683
ACAUSDT,FIDAUSDT,6.248605269131294e-08,0.9586999809077387
POLUSDT,TUSDT,6.258286753604898e-08,0.9783038807609145
MANAUSDT,TUSDT,6.33537659617086e-08,0.962183835635323
HAEDALUSDT,IMXUSDT,6.377898323448118e-08,0.9655286143812281
BNTUSDT,RVNUSDT,6.41368139640392e-08,0.951711790249941
CTKUSDT,MEUSDT,6.649534665479814e-08,0.9511227501182107
MEUSDT,TLMUSDT,6.674032102901105e-08,0.9725431641141821
C98USDT,XECUSDT,6.710379590618438e-08,0.9613623971248129
MBOXUSDT,YGGUSDT,6.798494266872546e-08,0.9509953182179455
YGGUSDT,ZENUSDT,6.890167222690608e-08,0.9657936015536154
FILUSDT,KDAUSDT,7.260828732743539e-08,0.9545412856967009
AMPUSDT,FILUSDT,7.281777107465125e-08,0.978112098368208
CYBERUSDT,RADUSDT,7.595497984334625e-08,0.9523831750274481
ADXUSDT,PERPUSDT,7.607468190580489e-08,0.9628701728481014
ALTUSDT,MEUSDT,7.783728567537166e-08,0.9704162225768822
BATUSDT,KDAUSDT,8.141852026609608e-08,0.9676729526494322
C98USDT,WANUSDT,8.450811692480374e-08,0.9517813222303907
ALGOUSDT,YGGUSDT,8.461775668193046e-08,0.9690362339787558
FIOUSDT,QUICKUSDT,8.609976906537693e-08,0.9547611419890725
DASHUSDT,IOTAUSDT,8.707021613394037e-08,0.9577613417150175
BICOUSDT,ETHFIUSDT,9.015534403511406e-08,0.9580730990216295
BATUSDT,ILVUSDT,9.053385614743315e-08,0.9665903433494923
AMPUSDT,QIUSDT,9.100444390323371e-08,0.9537080567792765
ALCXUSDT,GTCUSDT,9.208694376174527e-08,0.9570824967122401
DUSDT,REIUSDT,9.234203564491955e-08,0.9524315671101714
C98USDT,DUSDT,9.325589341600407e-08,0.9686462917955159
BICOUSDT,SPELLUSDT,9.669080278035999e-08,0.9657862119700593
CAKEUSDT,CHESSUSDT,9.68725604884515e-08,0.9541050078431077
EGLDUSDT,YGGUSDT,9.6942358591185e-08,0.9610194696138069
IOSTUSDT,IOTAUSDT,9.752691892280144e-08,0.95306014362593
DYDXUSDT,RAREUSDT,9.927593016150732e-08,0.9567011676380159
UNIUSDT,XVGUSDT,1.0082473200364565e-07,0.9538582809704753
DASHUSDT,YFIUSDT,1.010312081540163e-07,0.9552558439868305
DIAUSDT,ONTUSDT,1.0257999883575328e-07,0.9615590234350733
FLOWUSDT,IDEXUSDT,1.0713274417459519e-07,0.9573594743065617
FORTHUSDT,XECUSDT,1.0975964831162314e-07,0.9529273501567989
LUMIAUSDT,SNXUSDT,1.1010397190072539e-07,0.9791688368594149
FILUSDT,TUSDT,1.1098159528635507e-07,0.9544730327482037
LUNCUSDT,MEUSDT,1.1139513862833869e-07,0.970539766626088
CAKEUSDT,XECUSDT,1.1512498418996632e-07,0.9697917754511989
QIUSDT,VOXELUSDT,1.1589357158618862e-07,0.9535512113815579
FILUSDT,PHAUSDT,1.1606960692042031e-07,0.9639530064510666
MEMEUSDT,PIXELUSDT,1.218639332212629e-07,0.9718177623311279
MLNUSDT,SUSHIUSDT,1.2365756135632326e-07,0.9604432805566869
BARUSDT,FORTHUSDT,1.2432786778761737e-07,0.9614000053175028
DODOUSDT,FLOWUSDT,1.2435728957647807e-07,0.9618268406476327
KDAUSDT,XTZUSDT,1.2778751038038463e-07,0.9554196284810627
KDAUSDT,SCRTUSDT,1.3089834229520348e-07,0.9806838379349772
ILVUSDT,TLMUSDT,1.3139122279713093e-07,0.9745014452602778
